Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,Brownlow Votes
Zak Butters,12.0,12.0,24.0,6.0,0.0,0.0,4.0,0.0,1.0,4.0,3.0,1.0,0.0,3.0,0.0,11.0,13.0,17.0,70.8,0.0,0.0,1.0,0.0,1.0,2.0,6.0,277.0,4.0,3.0,1.0,92.0,1,2
Tom Rockliff,12.0,11.0,23.0,2.0,0.0,1.0,15.0,0.0,1.0,2.0,4.0,4.0,1.0,4.0,2.0,14.0,10.0,13.0,56.5,0.0,0.0,1.0,0.0,1.0,3.0,4.0,231.0,2.0,4.0,3.0,82.0,1,3
Hamish Hartlett,10.0,8.0,18.0,6.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,5.0,0.0,1.0,7.0,8.0,15.0,83.3,0.0,0.0,2.0,0.0,0.0,1.0,1.0,328.0,3.0,6.0,0.0,90.0,1,0
Oliver Wines,8.0,10.0,18.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,6.0,8.0,1.0,1.0,2.0,12.0,7.0,10.0,55.6,0.0,0.0,3.0,0.0,1.0,5.0,2.0,227.0,9.0,4.0,0.0,51.0,1,0
Peter Ladhams,7.0,11.0,18.0,3.0,1.0,0.0,3.0,32.0,0.0,3.0,5.0,1.0,1.0,2.0,0.0,14.0,4.0,12.0,66.7,2.0,1.0,4.0,0.0,3.0,2.0,4.0,153.0,4.0,3.0,0.0,84.0,1,1
Karl Amon,10.0,6.0,16.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,1.0,3.0,15.0,12.0,75.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,368.0,2.0,0.0,0.0,86.0,1,0
Robbie Gray,6.0,9.0,15.0,1.0,2.0,1.0,5.0,0.0,0.0,1.0,3.0,3.0,0.0,2.0,2.0,7.0,8.0,12.0,80.0,0.0,0.0,3.0,0.0,0.0,3.0,5.0,61.0,2.0,1.0,1.0,86.0,1,0
Darcy B-Jones,11.0,4.0,15.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,8.0,9.0,11.0,73.3,1.0,0.0,2.0,1.0,0.0,2.0,2.0,279.0,4.0,8.0,0.0,84.0,1,0
Connor Rozee,7.0,8.0,15.0,0.0,0.0,0.0,6.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,8.0,8.0,10.0,66.7,0.0,0.0,1.0,0.0,0.0,2.0,2.0,113.0,2.0,2.0,1.0,81.0,1,0
Thomas Jonas,10.0,3.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,5.0,7.0,12.0,92.3,1.0,0.0,10.0,0.0,0.0,0.0,1.0,215.0,3.0,6.0,0.0,94.0,1,0
Trent McKenzie,13.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,0.0,1.0,6.0,6.0,11.0,84.6,3.0,0.0,5.0,0.0,0.0,0.0,1.0,446.0,4.0,5.0,0.0,79.0,1,0
