Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Disposal Efficiency %,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,Brownlow Votes
Jackson Macrae,19.0,22.0,41.0,3.0,0.0,1.0,0.0,0.0,1.0,8.0,9.0,2.0,1.0,2.0,0.0,15.0,26.0,33.0,80.5,0.0,0.0,1.0,0.0,5.0,4.0,14.0,591.0,7.0,5.0,0.0,88.0,0.5,2
Marcus Bontempelli,15.0,15.0,30.0,6.0,3.0,1.0,2.0,0.0,2.0,7.0,5.0,2.0,2.0,0.0,1.0,10.0,23.0,28.0,93.3,2.0,1.0,1.0,1.0,3.0,2.0,14.0,582.0,1.0,1.0,2.0,88.0,0.5,3
Thomas Liberatore,12.0,14.0,26.0,2.0,0.0,2.0,5.0,0.0,0.0,5.0,9.0,2.0,2.0,0.0,0.0,14.0,12.0,18.0,69.2,0.0,1.0,2.0,0.0,2.0,7.0,8.0,364.0,3.0,1.0,3.0,78.0,0.5,0
Caleb Daniel,18.0,8.0,26.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,7.0,1.0,2.0,2.0,21.0,21.0,80.8,0.0,0.0,0.0,0.0,0.0,1.0,4.0,472.0,9.0,1.0,0.0,78.0,0.5,0
Adam Treloar,11.0,14.0,25.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,9.0,16.0,20.0,80.0,0.0,0.0,1.0,0.0,1.0,1.0,8.0,345.0,2.0,6.0,1.0,77.0,0.5,0
Josh Dunkley,10.0,15.0,25.0,6.0,1.0,0.0,9.0,0.0,0.0,2.0,6.0,2.0,1.0,0.0,1.0,12.0,15.0,22.0,88.0,0.0,0.0,4.0,0.0,2.0,4.0,5.0,186.0,2.0,5.0,2.0,81.0,0.5,0
Bailey Smith,7.0,18.0,25.0,5.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,22.0,22.0,88.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,174.0,2.0,2.0,0.0,85.0,0.5,0
Taylor Duryea,11.0,11.0,22.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,5.0,0.0,1.0,10.0,10.0,21.0,95.5,1.0,0.0,5.0,0.0,0.0,0.0,3.0,218.0,0.0,6.0,0.0,79.0,0.5,0
Lachlan Hunter,13.0,8.0,21.0,5.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,5.0,0.0,2.0,2.0,6.0,15.0,17.0,81.0,0.0,0.0,3.0,0.0,0.0,2.0,6.0,190.0,7.0,2.0,0.0,90.0,0.5,0
Bailey Williams,12.0,8.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,3.0,16.0,19.0,95.0,1.0,0.0,4.0,0.0,0.0,0.0,5.0,327.0,2.0,5.0,0.0,87.0,0.5,0
Patrick Lipinski,10.0,10.0,20.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,1.0,6.0,15.0,17.0,85.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,230.0,4.0,2.0,0.0,75.0,0.5,0
Bailey Dale,9.0,8.0,17.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,10.0,10.0,14.0,82.4,2.0,0.0,3.0,0.0,0.0,2.0,4.0,263.0,1.0,8.0,0.0,81.0,0.5,0
Mitchell Wallis,8.0,7.0,15.0,7.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,4.0,0.0,2.0,1.0,7.0,9.0,9.0,60.0,2.0,4.0,1.0,0.0,0.0,1.0,5.0,142.0,4.0,1.0,1.0,71.0,0.5,0
Alex Keath,8.0,6.0,14.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,5.0,9.0,10.0,71.4,0.0,0.0,7.0,0.0,0.0,1.0,0.0,195.0,2.0,6.0,0.0,97.0,0.5,0
Aaron Naughton,11.0,2.0,13.0,8.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,8.0,9.0,69.2,2.0,4.0,2.0,0.0,0.0,0.0,8.0,265.0,1.0,0.0,2.0,85.0,0.5,0
Stefan Martin,4.0,6.0,10.0,1.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,6.0,0.0,0.0,3.0,5.0,6.0,6.0,60.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,74.0,2.0,3.0,0.0,77.0,0.5,0
Ryan Gardner,8.0,2.0,10.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,7.0,8.0,80.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,187.0,1.0,3.0,0.0,100.0,0.5,0
Laitham Vandermeer,5.0,5.0,10.0,3.0,1.0,2.0,2.0,0.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,3.0,8.0,8.0,80.0,1.0,3.0,1.0,1.0,0.0,0.0,7.0,168.0,1.0,1.0,0.0,78.0,0.5,0
Josh Bruce,8.0,1.0,9.0,5.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,1.0,1.0,2.0,3.0,6.0,8.0,88.9,1.0,1.0,1.0,0.0,0.0,0.0,5.0,268.0,3.0,1.0,0.0,82.0,0.5,0
