Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes,Uncontested Marks,Marks Outside 50,Tackles Outside 50,Behind Assists,Ineffective Disposals
Andrew Brayshaw,7.0,21.0,28.0,2.0,0.0,0.0,8.0,0.0,0.0,1.0,6.0,2.0,2.0,1.0,0.0,17.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,206.0,5.0,6.0,0.0,80.0,0,Home,2,2.0,2.0,8.0,2.0,10.0
David Mundy,10.0,14.0,24.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,14.0,11.0,12.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,341.0,3.0,4.0,0.0,78.0,0,Home,0,1.0,1.0,3.0,2.0,12.0
Luke Ryan,21.0,2.0,23.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,15.0,1.0,0.0,4.0,7.0,16.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,661.0,11.0,14.0,0.0,97.0,0,Home,0,4.0,4.0,2.0,0.0,7.0
Michael Walters,17.0,5.0,22.0,7.0,0.0,0.0,4.0,0.0,0.0,2.0,4.0,3.0,3.0,2.0,0.0,11.0,11.0,13.0,2.0,0.0,2.0,0.0,0.0,4.0,2.0,338.0,5.0,5.0,1.0,81.0,0,Home,0,5.0,7.0,3.0,2.0,9.0
Caleb Serong,11.0,11.0,22.0,2.0,1.0,0.0,7.0,0.0,0.0,3.0,3.0,2.0,0.0,3.0,0.0,10.0,12.0,17.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,337.0,6.0,5.0,0.0,80.0,0,Home,0,2.0,2.0,7.0,1.0,5.0
Reece Conca,13.0,4.0,17.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,2.0,6.0,1.0,1.0,5.0,10.0,9.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,225.0,6.0,1.0,0.0,86.0,0,Home,0,3.0,3.0,5.0,0.0,8.0
Adam Cerra,7.0,10.0,17.0,2.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,12.0,6.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,173.0,2.0,5.0,1.0,88.0,0,Home,0,2.0,2.0,8.0,0.0,10.0
Brett Bewley,8.0,8.0,16.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,4.0,13.0,9.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,273.0,4.0,1.0,1.0,92.0,0,Home,0,4.0,4.0,0.0,0.0,7.0
James Aish,7.0,5.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,5.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,192.0,3.0,7.0,0.0,81.0,0,Home,0,2.0,2.0,0.0,0.0,4.0
Sean Darcy,1.0,10.0,11.0,0.0,0.0,0.0,5.0,36.0,0.0,0.0,2.0,6.0,0.0,0.0,6.0,7.0,4.0,5.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,-5.0,2.0,0.0,1.0,85.0,0,Home,0,0.0,0.0,4.0,0.0,6.0
