Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes,Uncontested Marks,Marks Outside 50,Tackles Outside 50,Behind Assists,Ineffective Disposals
Dayne Zorko,22.0,12.0,34.0,7.0,4.0,0.0,10.0,0.0,1.0,10.0,2.0,7.0,1.0,4.0,1.0,16.0,20.0,23.0,1.0,2.0,0.0,0.0,1.0,1.0,10.0,697.0,4.0,5.0,0.0,90.0,0,Home,2,6.0,5.0,10.0,9.0,11.0
Dayne Beams,16.0,15.0,31.0,5.0,2.0,0.0,5.0,0.0,0.0,4.0,5.0,4.0,3.0,1.0,2.0,10.0,22.0,19.0,0.0,1.0,1.0,0.0,3.0,2.0,5.0,324.0,8.0,4.0,0.0,87.0,0,Home,0,5.0,4.0,5.0,5.0,12.0
Stefan Martin,18.0,10.0,28.0,8.0,0.0,0.0,2.0,24.0,0.0,4.0,7.0,2.0,2.0,3.0,1.0,12.0,12.0,20.0,0.0,0.0,1.0,0.0,4.0,3.0,11.0,305.0,3.0,4.0,1.0,85.0,0,Home,0,8.0,8.0,1.0,11.0,8.0
Daniel Rich,19.0,5.0,24.0,4.0,0.0,0.0,3.0,0.0,1.0,3.0,3.0,4.0,7.0,2.0,0.0,4.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,641.0,7.0,5.0,1.0,84.0,0,Home,0,4.0,4.0,2.0,4.0,5.0
Mitch Robinson,8.0,15.0,23.0,2.0,1.0,0.0,7.0,0.0,0.0,4.0,5.0,1.0,1.0,2.0,1.0,9.0,14.0,19.0,0.0,0.0,2.0,0.0,1.0,4.0,6.0,209.0,3.0,2.0,0.0,77.0,0,Home,0,2.0,2.0,7.0,6.0,4.0
Luke Hodge,16.0,5.0,21.0,13.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,6.0,3.0,0.0,1.0,4.0,19.0,16.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,313.0,4.0,6.0,0.0,86.0,0,Home,0,13.0,13.0,1.0,3.0,5.0
Allen Christensen,11.0,8.0,19.0,6.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,16.0,16.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,134.0,3.0,0.0,1.0,85.0,0,Home,0,6.0,6.0,1.0,5.0,3.0
Lewis Taylor,11.0,7.0,18.0,3.0,4.0,2.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,7.0,11.0,14.0,0.0,1.0,0.0,1.0,0.0,1.0,9.0,310.0,2.0,2.0,1.0,78.0,0,Home,0,3.0,2.0,0.0,7.0,4.0
Harris Andrews,9.0,9.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,0.0,6.0,12.0,17.0,1.0,0.0,8.0,0.0,0.0,0.0,4.0,120.0,0.0,9.0,0.0,97.0,0,Home,0,8.0,9.0,0.0,4.0,1.0
Cameron Rayner,6.0,12.0,18.0,4.0,0.0,0.0,2.0,0.0,1.0,4.0,4.0,2.0,0.0,1.0,0.0,7.0,11.0,17.0,1.0,0.0,0.0,0.0,3.0,1.0,6.0,313.0,1.0,1.0,0.0,74.0,0,Home,0,3.0,4.0,2.0,5.0,1.0
Alex Witherden,12.0,5.0,17.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,15.0,16.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,206.0,3.0,1.0,0.0,81.0,0,Home,0,9.0,9.0,1.0,2.0,1.0
Zac Bailey,10.0,7.0,17.0,3.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,5.0,0.0,1.0,3.0,2.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,258.0,4.0,1.0,1.0,76.0,0,Home,0,3.0,3.0,3.0,4.0,2.0
Charlie Cameron,10.0,6.0,16.0,3.0,1.0,1.0,0.0,0.0,3.0,2.0,4.0,3.0,3.0,0.0,2.0,6.0,10.0,14.0,0.0,0.0,3.0,1.0,0.0,4.0,6.0,308.0,0.0,1.0,0.0,89.0,0,Home,0,3.0,3.0,0.0,3.0,2.0
Hugh McCluggage,11.0,4.0,15.0,8.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,4.0,11.0,11.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,290.0,3.0,3.0,0.0,74.0,0,Home,0,8.0,7.0,1.0,5.0,4.0
Darcy Gardiner,8.0,3.0,11.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,0.0,3.0,10.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,204.0,3.0,5.0,0.0,86.0,0,Home,0,5.0,5.0,1.0,3.0,2.0
Eric Hipwood,6.0,5.0,11.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,106.0,4.0,4.0,0.0,90.0,0,Home,0,3.0,2.0,3.0,3.0,5.0
Matt Eagles,7.0,4.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,3.0,6.0,5.0,10.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,139.0,1.0,6.0,0.0,75.0,0,Home,0,3.0,4.0,0.0,3.0,1.0
Jarrod Berry,5.0,6.0,11.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,7.0,4.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,124.0,3.0,0.0,0.0,58.0,0,Home,0,2.0,2.0,1.0,2.0,2.0
