Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes,Uncontested Marks,Marks Outside 50,Tackles Outside 50,Behind Assists,Ineffective Disposals
Scott Pendlebury,15.0,9.0,24.0,6.0,1.0,1.0,8.0,0.0,1.0,5.0,4.0,1.0,1.0,1.0,0.0,8.0,16.0,17.0,0.0,2.0,0.0,0.0,0.0,4.0,6.0,336.0,3.0,1.0,1.0,87.0,0,Home,0,6.0,4.0,7.0,5.0,7.0
Taylor Adams,12.0,11.0,23.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,0.0,2.0,13.0,11.0,13.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,277.0,4.0,6.0,0.0,77.0,0,Home,0,1.0,1.0,0.0,2.0,10.0
Tom Langdon,14.0,9.0,23.0,4.0,0.0,1.0,5.0,0.0,0.0,2.0,1.0,4.0,0.0,1.0,1.0,8.0,15.0,10.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,302.0,6.0,2.0,0.0,81.0,0,Home,0,4.0,3.0,5.0,3.0,13.0
Dane Swan,14.0,8.0,22.0,3.0,2.0,0.0,3.0,0.0,0.0,3.0,6.0,5.0,1.0,0.0,1.0,8.0,11.0,14.0,1.0,1.0,0.0,0.0,2.0,5.0,5.0,320.0,10.0,2.0,1.0,88.0,0,Home,0,2.0,2.0,2.0,5.0,8.0
Adam Oxley,11.0,11.0,22.0,3.0,0.0,0.0,4.0,0.0,1.0,7.0,2.0,3.0,2.0,0.0,1.0,6.0,16.0,14.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,394.0,4.0,4.0,1.0,88.0,0,Home,0,3.0,3.0,3.0,5.0,8.0
Travis Varcoe,9.0,9.0,18.0,1.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,1.0,6.0,9.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,221.0,2.0,8.0,2.0,90.0,0,Home,0,1.0,1.0,5.0,3.0,2.0
Patrick Karnezis,12.0,6.0,18.0,5.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,1.0,4.0,13.0,15.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,351.0,5.0,3.0,0.0,81.0,0,Home,0,5.0,5.0,1.0,3.0,3.0
Jack Crisp,12.0,6.0,18.0,3.0,1.0,0.0,4.0,1.0,0.0,3.0,4.0,2.0,2.0,2.0,1.0,11.0,8.0,12.0,0.0,0.0,4.0,0.0,2.0,2.0,4.0,362.0,4.0,3.0,0.0,76.0,0,Home,0,3.0,3.0,4.0,4.0,6.0
Brodie Grundy,7.0,11.0,18.0,5.0,0.0,1.0,5.0,24.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,10.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,111.0,3.0,1.0,2.0,76.0,0,Home,0,4.0,5.0,3.0,2.0,9.0
Alan Toovey,5.0,11.0,16.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,10.0,7.0,10.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,99.0,4.0,7.0,0.0,93.0,0,Home,0,3.0,3.0,7.0,1.0,6.0
