Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes,Uncontested Marks,Marks Outside 50,Tackles Outside 50,Behind Assists,Ineffective Disposals
Matt Crouch,15.0,14.0,29.0,5.0,0.0,0.0,10.0,0.0,0.0,4.0,5.0,3.0,1.0,3.0,1.0,10.0,18.0,24.0,1.0,0.0,0.0,1.0,0.0,5.0,4.0,369.0,5.0,4.0,1.0,79.0,0,Home,0,4.0,5.0,9.0,4.0,5.0
Rory Laird,12.0,16.0,28.0,6.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,5.0,2.0,2.0,1.0,8.0,19.0,21.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,313.0,8.0,3.0,0.0,85.0,0,Home,0,6.0,6.0,4.0,3.0,7.0
Ricky Henderson,16.0,9.0,25.0,3.0,0.0,0.0,2.0,0.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,5.0,19.0,19.0,1.0,0.0,0.0,2.0,0.0,1.0,8.0,370.0,5.0,5.0,1.0,74.0,0,Home,0,2.0,3.0,1.0,5.0,6.0
Scott Thompson,14.0,9.0,23.0,4.0,0.0,0.0,9.0,0.0,0.0,3.0,6.0,3.0,1.0,2.0,0.0,10.0,12.0,16.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,346.0,6.0,0.0,3.0,75.0,0,Home,0,4.0,4.0,6.0,4.0,7.0
David MacKay,6.0,17.0,23.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,5.0,0.0,2.0,1.0,0.0,9.0,13.0,19.0,0.0,0.0,0.0,2.0,1.0,4.0,5.0,332.0,2.0,2.0,1.0,85.0,0,Home,0,0.0,0.0,4.0,5.0,4.0
Jarryd Lyons,13.0,8.0,21.0,5.0,0.0,3.0,2.0,0.0,0.0,6.0,3.0,2.0,0.0,1.0,1.0,7.0,14.0,14.0,0.0,1.0,0.0,0.0,2.0,1.0,6.0,382.0,5.0,3.0,1.0,73.0,0,Home,0,5.0,4.0,1.0,6.0,7.0
Brad Crouch,11.0,10.0,21.0,2.0,1.0,0.0,7.0,0.0,0.0,1.0,4.0,5.0,1.0,1.0,1.0,12.0,9.0,12.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,253.0,4.0,2.0,0.0,75.0,0,Home,0,2.0,2.0,7.0,4.0,9.0
Richard Douglas,15.0,4.0,19.0,4.0,2.0,1.0,3.0,0.0,0.0,6.0,4.0,3.0,1.0,1.0,1.0,7.0,11.0,15.0,1.0,1.0,2.0,0.0,3.0,1.0,6.0,527.0,4.0,1.0,0.0,76.0,0,Home,0,3.0,3.0,3.0,6.0,4.0
Rory Atkins,8.0,9.0,17.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,3.0,4.0,2.0,0.0,7.0,11.0,12.0,0.0,0.0,1.0,3.0,0.0,1.0,3.0,239.0,3.0,4.0,0.0,78.0,0,Home,0,1.0,1.0,2.0,3.0,5.0
Kyle Hartigan,6.0,9.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,9.0,6.0,11.0,1.0,0.0,11.0,0.0,0.0,0.0,1.0,180.0,2.0,9.0,0.0,93.0,0,Home,0,6.0,7.0,0.0,1.0,4.0
Taylor Walker,10.0,4.0,14.0,6.0,0.0,1.0,3.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,7.0,7.0,9.0,3.0,2.0,1.0,0.0,0.0,0.0,7.0,330.0,3.0,2.0,3.0,92.0,0,Home,0,3.0,4.0,0.0,5.0,5.0
Tom Lynch,10.0,4.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,266.0,5.0,1.0,0.0,89.0,0,Home,0,3.0,3.0,0.0,4.0,8.0
Daniel Talia,8.0,5.0,13.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0,6.0,10.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,184.0,3.0,9.0,0.0,95.0,0,Home,0,3.0,4.0,3.0,1.0,3.0
