Player,Kicks,Handballs,Disposals,Marks,Goals,Behinds,Tackles,Hitouts,Goal Assists,Inside 50s,Clearances,Clangers,Rebound 50s,Frees For,Frees Agains,Contested Possessions,Uncontested Possessions,Effective Disposals,Contested Marks,Marks Inside 50,One Percenters,Bounces,Centre Clearances,Stoppage Clearances,Score Involvements,Metres Gained,Turnovers,Intercepts,Tackles Inside 50,Time On Ground %,Winloss,HomeAway,Brownlow Votes,Uncontested Marks,Marks Outside 50,Tackles Outside 50,Behind Assists,Ineffective Disposals
Jackson Macrae,18.0,18.0,36.0,2.0,0.0,0.0,4.0,0.0,0.0,5.0,12.0,4.0,3.0,3.0,1.0,21.0,14.0,23.0,0.0,0.0,0.0,0.0,1.0,11.0,2.0,606.0,9.0,6.0,0.0,83.0,0,Home,1,2.0,2.0,4.0,2.0,13.0
Lachlan Hunter,19.0,16.0,35.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,4.0,7.0,5.0,1.0,2.0,10.0,21.0,20.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,472.0,12.0,6.0,1.0,89.0,0,Home,0,1.0,1.0,3.0,1.0,15.0
Josh Dunkley,13.0,14.0,27.0,1.0,0.0,0.0,12.0,0.0,1.0,6.0,5.0,4.0,3.0,1.0,1.0,17.0,11.0,17.0,0.0,0.0,4.0,0.0,2.0,3.0,1.0,206.0,7.0,5.0,2.0,87.0,0,Home,0,1.0,1.0,10.0,0.0,10.0
Jackson Trengove,16.0,6.0,22.0,1.0,2.0,1.0,5.0,28.0,0.0,4.0,10.0,6.0,4.0,5.0,3.0,18.0,3.0,11.0,0.0,0.0,5.0,0.0,1.0,9.0,5.0,390.0,5.0,4.0,0.0,87.0,0,Home,0,1.0,1.0,5.0,5.0,11.0
Hayden Crozier,14.0,8.0,22.0,4.0,0.0,1.0,3.0,0.0,0.0,4.0,1.0,3.0,1.0,2.0,1.0,8.0,14.0,14.0,1.0,0.0,3.0,0.0,0.0,1.0,4.0,435.0,5.0,8.0,0.0,85.0,0,Home,0,3.0,4.0,3.0,4.0,8.0
Marcus Bontempelli,16.0,6.0,22.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,8.0,5.0,3.0,0.0,2.0,13.0,10.0,14.0,0.0,0.0,3.0,0.0,1.0,7.0,3.0,421.0,8.0,3.0,0.0,79.0,0,Home,0,1.0,1.0,1.0,2.0,8.0
Toby McLean,7.0,14.0,21.0,3.0,0.0,1.0,7.0,0.0,0.0,1.0,3.0,5.0,0.0,2.0,3.0,11.0,12.0,14.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,70.0,4.0,2.0,3.0,77.0,0,Home,0,3.0,2.0,4.0,3.0,7.0
Aaron Naughton,13.0,7.0,20.0,4.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,6.0,4.0,3.0,2.0,13.0,6.0,11.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,317.0,6.0,15.0,0.0,89.0,0,Home,0,2.0,4.0,4.0,0.0,9.0
Mitchell Wallis,5.0,14.0,19.0,2.0,1.0,0.0,4.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,13.0,7.0,14.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,120.0,2.0,2.0,1.0,74.0,0,Home,0,2.0,1.0,3.0,2.0,5.0
Caleb Daniel,5.0,9.0,14.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,7.0,7.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,130.0,4.0,4.0,0.0,73.0,0,Home,0,2.0,2.0,2.0,2.0,6.0
